"Publication Date","Fiscal Year","Agency Number","Agency Name","Unit Appropriation Number","Unit Appropriation Name","Responsibility Center Code","Responsibility Center Name","Financial Plan Savings Flag","sum_adopted_budget_amount","sum_current_modified_budget_amount","sum_financial_plan_amount","sum_adopted_budget_position","sum_current_modified_budget_position","sum_financial_plan_position","sum_adopted_budget_number_of_contracts","sum_current_modified_budget_number_of_contracts","sum_financial_plan_number_of_contracts"
"20260512","2027","010","BOROUGH PRESIDENT - MANHATTAN","002","OTHER THAN PERSONAL SERVICES","0001","OFFICE OF THE BOROUGH PRESIDEN","N","1,080,571","974,612","1,138,858","0","0","0","0","9","0"
"20260217","2027","010","BOROUGH PRESIDENT - MANHATTAN","002","OTHER THAN PERSONAL SERVICES","0001","OFFICE OF THE BOROUGH PRESIDEN","N","1,080,571","974,612","646,471","0","0","0","0","9","0"
"20260512","2027","010","BOROUGH PRESIDENT - MANHATTAN","002","OTHER THAN PERSONAL SERVICES",,,"Y","-108,728","174,505","-108,728","0","0","0","0","0","0"
"20260217","2027","010","BOROUGH PRESIDENT - MANHATTAN","002","OTHER THAN PERSONAL SERVICES",,,"Y","-108,728","0","-108,728","0","0","0","0","0","0"
"20260512","2027","011","BOROUGH PRESIDENT BRONX","001","PERSONAL SERVICES","0001","OFFICE OF THE BOROUGH PRES","N","7,432,509","7,494,680","7,432,509","86","86","86","0","0","0"
"20260217","2027","011","BOROUGH PRESIDENT BRONX","001","PERSONAL SERVICES","0001","OFFICE OF THE BOROUGH PRES","N","7,432,509","7,432,509","7,432,509","86","86","86","0","0","0"
"20260512","2027","011","BOROUGH PRESIDENT BRONX","001","PERSONAL SERVICES",,,"Y","-1,640,963","-1,640,963","-1,640,963","-17","-17","-17","0","0","0"
"20260217","2027","011","BOROUGH PRESIDENT BRONX","001","PERSONAL SERVICES",,,"Y","-1,640,963","-1,640,963","-1,640,963","-17","-17","-17","0","0","0"
"20260512","2027","011","BOROUGH PRESIDENT BRONX","002","OTHER THAN PERSONAL SERVICES","0001","OFFICE OF THE BOROUGH PRES","N","2,229,748","2,167,577","2,303,572","0","0","0","40","41","40"
"20260217","2027","011","BOROUGH PRESIDENT BRONX","002","OTHER THAN PERSONAL SERVICES","0001","OFFICE OF THE BOROUGH PRES","N","2,229,748","2,229,748","1,682,548","0","0","0","40","41","40"
"20260512","2027","011","BOROUGH PRESIDENT BRONX","002","OTHER THAN PERSONAL SERVICES",,,"Y","-986,315","-782,300","-996,315","0","0","0","0","0","0"
"20260217","2027","011","BOROUGH PRESIDENT BRONX","002","OTHER THAN PERSONAL SERVICES",,,"Y","-986,315","-986,315","-996,315","0","0","0","0","0","0"
"20260512","2027","012","BOROUGH PRESIDENT - BROOKLYN","001","PERSONAL SERVICES","0001","OFFICE OF THE BOROUGH PRES","N","6,391,756","6,391,756","6,394,590","70","70","70","0","0","0"
"20260217","2027","012","BOROUGH PRESIDENT - BROOKLYN","001","PERSONAL SERVICES","0001","OFFICE OF THE BOROUGH PRES","N","6,391,756","6,391,756","6,394,590","70","70","70","0","0","0"
"20260512","2027","012","BOROUGH PRESIDENT - BROOKLYN","001","PERSONAL SERVICES",,,"Y","-84,665","-84,665","-84,665","-4","-4","-4","0","0","0"
"20260512","2027","012","BOROUGH PRESIDENT - BROOKLYN","001","PERSONAL SERVICES",,,"N","47,703","47,703","47,703","1","1","1","0","0","0"
"20260217","2027","012","BOROUGH PRESIDENT - BROOKLYN","001","PERSONAL SERVICES",,,"Y","-84,665","-84,665","-84,665","-4","-4","-4","0","0","0"
"20260217","2027","012","BOROUGH PRESIDENT - BROOKLYN","001","PERSONAL SERVICES",,,"N","47,703","47,703","47,703","1","1","1","0","0","0"
"20260512","2027","012","BOROUGH PRESIDENT - BROOKLYN","002","OTHER THAN PERSONAL SERVICES","0001","OFFICE OF THE BOROUGH PRES","N","1,377,212","1,604,536","1,523,234","0","0","0","3","6","3"
"20260217","2027","012","BOROUGH PRESIDENT - BROOKLYN","002","OTHER THAN PERSONAL SERVICES","0001","OFFICE OF THE BOROUGH PRES","N","1,377,212","1,380,212","504,812","0","0","0","3","6","3"
"20260512","2027","012","BOROUGH PRESIDENT - BROOKLYN","002","OTHER THAN PERSONAL SERVICES",,,"N","3,297","297","3,297","0","0","0","0","0","0"
"20260217","2027","012","BOROUGH PRESIDENT - BROOKLYN","002","OTHER THAN PERSONAL SERVICES",,,"N","3,297","297","3,297","0","0","0","0","0","0"
"20260512","2027","013","BOROUGH PRESIDENT - QUEENS","001","PERSONAL SERVICES","0001","OFFICE OF THE BOROUGH PRES","N","5,065,966","5,565,966","5,069,893","72","72","72","0","0","0"
"20260217","2027","013","BOROUGH PRESIDENT - QUEENS","001","PERSONAL SERVICES","0001","OFFICE OF THE BOROUGH PRES","N","5,065,966","5,065,966","5,069,893","72","72","72","0","0","0"
"20260512","2027","013","BOROUGH PRESIDENT - QUEENS","001","PERSONAL SERVICES",,,"Y","0","0","0","-18","-18","-18","0","0","0"
"20260217","2027","013","BOROUGH PRESIDENT - QUEENS","001","PERSONAL SERVICES",,,"Y","0","0","0","-18","-18","-18","0","0","0"
"20260512","2027","013","BOROUGH PRESIDENT - QUEENS","002","OTHER THAN PERSONAL SERVICES","0001","OFFICE OF THE BOROUGH PRES","N","1,617,644","1,212,644","1,703,879","0","0","0","11","11","11"
"20260217","2027","013","BOROUGH PRESIDENT - QUEENS","002","OTHER THAN PERSONAL SERVICES","0001","OFFICE OF THE BOROUGH PRES","N","1,617,644","1,617,644","768,344","0","0","0","11","11","11"
"20260512","2027","013","BOROUGH PRESIDENT - QUEENS","002","OTHER THAN PERSONAL SERVICES",,,"N","0","1,035,756","0","0","0","0","0","1","0"
"20260512","2027","013","BOROUGH PRESIDENT - QUEENS","002","OTHER THAN PERSONAL SERVICES",,,"Y","95,000","196,580","0","0","0","0","0","0","0"
"20260217","2027","013","BOROUGH PRESIDENT - QUEENS","002","OTHER THAN PERSONAL SERVICES",,,"Y","95,000","95,000","0","0","0","0","0","0","0"
"20260217","2027","013","BOROUGH PRESIDENT - QUEENS","002","OTHER THAN PERSONAL SERVICES",,,"N","0","1,035,756","0","0","0","0","0","1","0"
"20260512","2027","014","BOROUGH PRESIDENT STATEN ISLAND","001","PERSONAL SERVICES","0001","OFFICE OF THE BORO PRES","N","5,147,753","4,097,753","5,147,753","48","48","48","0","0","0"
"20260217","2027","014","BOROUGH PRESIDENT STATEN ISLAND","001","PERSONAL SERVICES","0001","OFFICE OF THE BORO PRES","N","5,147,753","5,147,753","5,147,753","48","48","48","0","0","0"
"20260512","2027","014","BOROUGH PRESIDENT STATEN ISLAND","001","PERSONAL SERVICES",,,"Y","-914,218","-914,218","-914,218","-3","-3","-3","0","0","0"
"20260217","2027","014","BOROUGH PRESIDENT STATEN ISLAND","001","PERSONAL SERVICES",,,"Y","-914,218","-914,218","-914,218","-3","-3","-3","0","0","0"
"20260512","2027","014","BOROUGH PRESIDENT STATEN ISLAND","002","OTHER THAN PERSONAL SERVICES","0001","OFFICE OF THE BORO PRES","N","2,320,819","3,370,819","2,361,942","0","0","0","63","64","63"
"20260217","2027","014","BOROUGH PRESIDENT STATEN ISLAND","002","OTHER THAN PERSONAL SERVICES","0001","OFFICE OF THE BORO PRES","N","2,320,819","2,320,819","2,022,919","0","0","0","63","64","63"
"20260512","2027","014","BOROUGH PRESIDENT STATEN ISLAND","002","OTHER THAN PERSONAL SERVICES",,,"Y","-1,348,145","-1,197,164","-1,348,145","0","0","0","0","0","0"
"20260217","2027","014","BOROUGH PRESIDENT STATEN ISLAND","002","OTHER THAN PERSONAL SERVICES",,,"Y","-1,348,145","-1,348,145","-1,348,145","0","0","0","0","0","0"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","001","EXECUTIVE MANAGEMENT-PS","0101","EXECUTIVE OFFICE","N","3,237,258","3,312,258","3,314,136","23","23","23","0","0","0"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","001","EXECUTIVE MANAGEMENT-PS","0101","EXECUTIVE OFFICE","N","3,237,258","3,312,258","3,314,136","23","23","23","0","0","0"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","001","EXECUTIVE MANAGEMENT-PS",,,"N","75,000","0","0","0","0","0","0","0","0"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","001","EXECUTIVE MANAGEMENT-PS",,,"N","75,000","0","0","0","0","0","0","0","0"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","002","FIRST DEPUTY COMPT-PS","0501","BUREAU OF ADMINISTRATIVE SVCS","N","6,928,722","7,042,959","7,067,200","73","74","74","0","0","0"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","002","FIRST DEPUTY COMPT-PS","0501","BUREAU OF ADMINISTRATIVE SVCS","N","6,928,722","7,042,959","7,067,200","73","74","74","0","0","0"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","002","FIRST DEPUTY COMPT-PS","0601","BUREAU OF FISCAL + BUDGET STUD","N","3,289,732","3,289,732","3,299,662","23","23","23","0","0","0"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","002","FIRST DEPUTY COMPT-PS","0601","BUREAU OF FISCAL + BUDGET STUD","N","3,289,732","3,289,732","3,299,662","23","23","23","0","0","0"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","002","FIRST DEPUTY COMPT-PS","0702","INFORMATION SYSTEMS","N","5,424,495","5,424,495","5,436,299","42","42","42","0","0","0"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","002","FIRST DEPUTY COMPT-PS","0702","INFORMATION SYSTEMS","N","5,424,495","5,424,495","5,436,299","42","42","42","0","0","0"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","002","FIRST DEPUTY COMPT-PS","0801","BUREAU OF AUDIT","N","14,914,956","14,291,328","14,966,706","155","155","155","0","0","0"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","002","FIRST DEPUTY COMPT-PS","0801","BUREAU OF AUDIT","N","14,914,956","14,914,956","14,966,706","155","155","155","0","0","0"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","002","FIRST DEPUTY COMPT-PS","0804","COMMUNITY RELATIONS CITIZENS A","N","2,400,413","2,361,176","2,368,570","25","24","24","0","0","0"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","002","FIRST DEPUTY COMPT-PS","0804","COMMUNITY RELATIONS CITIZENS A","N","2,400,413","2,361,176","2,368,570","25","24","24","0","0","0"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","002","FIRST DEPUTY COMPT-PS","0805","OFFICE OF POLICY MANAGEMENT","N","1,858,379","1,858,379","1,858,379","14","14","14","0","0","0"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","002","FIRST DEPUTY COMPT-PS","0805","OFFICE OF POLICY MANAGEMENT","N","1,858,379","1,858,379","1,858,379","14","14","14","0","0","0"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","002","FIRST DEPUTY COMPT-PS","1001","BUREAU OF ACCOUNTANCY","N","5,708,116","5,708,116","5,721,640","64","64","64","0","0","0"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","002","FIRST DEPUTY COMPT-PS","1001","BUREAU OF ACCOUNTANCY","N","5,708,116","5,708,116","5,721,640","64","64","64","0","0","0"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","002","FIRST DEPUTY COMPT-PS","1100","BUREAU OF ENGINEERING","N","4,327,555","4,327,555","4,359,083","32","32","32","0","0","0"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","002","FIRST DEPUTY COMPT-PS","1100","BUREAU OF ENGINEERING","N","4,327,555","4,327,555","4,353,483","32","32","32","0","0","0"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","002","FIRST DEPUTY COMPT-PS",,,"N","2,439,875","2,364,875","2,384,944","25","25","25","0","0","0"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","002","FIRST DEPUTY COMPT-PS",,,"N","2,439,875","2,364,875","2,384,944","25","25","25","0","0","0"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","003","SECOND DEPUTY COMPT-PS","1101","GENERAL COUNSEL","N","3,079,167","3,079,167","3,082,056","22","22","22","0","0","0"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","003","SECOND DEPUTY COMPT-PS","1101","GENERAL COUNSEL","N","3,079,167","3,079,167","3,082,056","22","22","22","0","0","0"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","003","SECOND DEPUTY COMPT-PS","1105","CONTRACT ADMINISTRATION","N","1,940,144","1,940,144","1,956,704","20","20","20","0","0","0"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","003","SECOND DEPUTY COMPT-PS","1105","CONTRACT ADMINISTRATION","N","1,940,144","1,940,144","1,956,704","20","20","20","0","0","0"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","003","SECOND DEPUTY COMPT-PS","1200","BUREAU OF LAW + ADJUSTMENT","N","7,527,773","7,468,406","7,540,042","77","77","77","0","0","0"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","003","SECOND DEPUTY COMPT-PS","1200","BUREAU OF LAW + ADJUSTMENT","N","7,527,773","7,527,773","7,540,042","77","77","77","0","0","0"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","003","SECOND DEPUTY COMPT-PS","1202","LABOR LAW","N","2,817,816","2,752,257","2,795,900","30","29","29","0","0","0"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","003","SECOND DEPUTY COMPT-PS","1202","LABOR LAW","N","2,817,816","2,752,257","2,789,000","30","29","29","0","0","0"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","003","SECOND DEPUTY COMPT-PS",,,"N","2,191,293","2,106,852","2,262,165","19","20","20","0","0","0"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","003","SECOND DEPUTY COMPT-PS",,,"N","2,191,293","2,256,852","2,259,865","19","20","20","0","0","0"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","004","THIRD DEPUTY COMPT-PS","1400","BUREAU OF ASSET MANAGEMENT","N","7,581,501","7,581,501","7,591,687","63","63","63","0","0","0"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","004","THIRD DEPUTY COMPT-PS","1400","BUREAU OF ASSET MANAGEMENT","N","7,581,501","7,581,501","7,591,687","63","63","63","0","0","0"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","004","THIRD DEPUTY COMPT-PS","1401","DEPUTY COMPTROLLER FOR FINANCE","N","991,052","991,052","993,419","6","6","6","0","0","0"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","004","THIRD DEPUTY COMPT-PS","1401","DEPUTY COMPTROLLER FOR FINANCE","N","991,052","991,052","993,419","6","6","6","0","0","0"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","004","THIRD DEPUTY COMPT-PS",,,"N","11,405,903","11,405,903","11,405,903","70","70","70","0","0","0"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","004","THIRD DEPUTY COMPT-PS",,,"N","11,405,903","11,405,903","11,405,903","70","70","70","0","0","0"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","005","FIRST DEPUTY COMPT-OTPS","0401","FIRST DEPUTY COMPTROLLER","N","96,000","91,105","96,000","0","0","0","0","0","0"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","005","FIRST DEPUTY COMPT-OTPS","0401","FIRST DEPUTY COMPTROLLER","N","96,000","91,105","96,000","0","0","0","0","0","0"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","005","FIRST DEPUTY COMPT-OTPS","0501","BUREAU OF ADMINISTRATIVE SVCS","N","2,247,882","2,187,112","2,717,929","0","0","0","6","6","6"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","005","FIRST DEPUTY COMPT-OTPS","0501","BUREAU OF ADMINISTRATIVE SVCS","N","2,247,882","2,300,294","2,247,882","0","0","0","6","6","6"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","005","FIRST DEPUTY COMPT-OTPS","0502","OFFICE OF FISCAL SERVICES","N","648,314","677,808","648,314","0","0","0","2","3","2"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","005","FIRST DEPUTY COMPT-OTPS","0502","OFFICE OF FISCAL SERVICES","N","648,314","564,626","648,314","0","0","0","2","3","2"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","005","FIRST DEPUTY COMPT-OTPS","0601","BUREAU OF FISCAL + BUDGET STUD","N","139,000","141,295","139,000","0","0","0","0","0","0"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","005","FIRST DEPUTY COMPT-OTPS","0601","BUREAU OF FISCAL + BUDGET STUD","N","139,000","141,295","139,000","0","0","0","0","0","0"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","005","FIRST DEPUTY COMPT-OTPS","0702","INFORMATION SYSTEMS","N","9,131,254","9,754,882","9,155,408","0","0","0","5","5","5"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","005","FIRST DEPUTY COMPT-OTPS","0702","INFORMATION SYSTEMS","N","9,131,254","9,131,254","9,155,408","0","0","0","5","5","5"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","005","FIRST DEPUTY COMPT-OTPS","0801","BUREAU OF AUDIT","N","48,900","48,900","48,900","0","0","0","0","0","0"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","005","FIRST DEPUTY COMPT-OTPS","0801","BUREAU OF AUDIT","N","48,900","48,900","48,900","0","0","0","0","0","0"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","005","FIRST DEPUTY COMPT-OTPS","1001","BUREAU OF ACCOUNTANCY","N","197,800","197,800","197,800","0","0","0","0","0","0"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","005","FIRST DEPUTY COMPT-OTPS","1001","BUREAU OF ACCOUNTANCY","N","197,800","197,800","197,800","0","0","0","0","0","0"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","005","FIRST DEPUTY COMPT-OTPS",,,"N","0","35,705","0","0","0","0","0","0","0"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","005","FIRST DEPUTY COMPT-OTPS",,,"N","0","35,705","0","0","0","0","0","0","0"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","006","EXECUTIVE MANAGEMENT-OTPS","0101","EXECUTIVE OFFICE","N","295,916","238,634","295,916","0","0","0","7","8","7"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","006","EXECUTIVE MANAGEMENT-OTPS","0101","EXECUTIVE OFFICE","N","295,916","238,634","295,916","0","0","0","7","7","7"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","006","EXECUTIVE MANAGEMENT-OTPS",,,"N","0","55,603","0","0","0","0","0","0","0"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","006","EXECUTIVE MANAGEMENT-OTPS",,,"N","0","55,603","0","0","0","0","0","0","0"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","007","SECOND DEPUTY COMPT-OTPS","1100","BUREAU OF ENGINEERING","N","20,800","20,800","20,800","0","0","0","0","0","0"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","007","SECOND DEPUTY COMPT-OTPS","1100","BUREAU OF ENGINEERING","N","20,800","20,800","20,800","0","0","0","0","0","0"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","007","SECOND DEPUTY COMPT-OTPS","1101","GENERAL COUNSEL","N","116,570","149,885","116,570","0","0","0","0","1","0"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","007","SECOND DEPUTY COMPT-OTPS","1101","GENERAL COUNSEL","N","116,570","149,885","116,570","0","0","0","0","1","0"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","007","SECOND DEPUTY COMPT-OTPS","1105","CONTRACT ADMINISTRATION","N","13,600","13,450","13,600","0","0","0","0","0","0"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","007","SECOND DEPUTY COMPT-OTPS","1105","CONTRACT ADMINISTRATION","N","13,600","13,450","13,600","0","0","0","0","0","0"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","007","SECOND DEPUTY COMPT-OTPS","1200","BUREAU OF LAW + ADJUSTMENT","N","4,016,522","8,562,644","6,299,502","0","0","0","10","10","10"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","007","SECOND DEPUTY COMPT-OTPS","1200","BUREAU OF LAW + ADJUSTMENT","N","4,016,522","6,047,277","6,299,502","0","0","0","10","10","10"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","007","SECOND DEPUTY COMPT-OTPS","1202","LABOR LAW","N","20,000","10,500","0","0","0","0","0","0","0"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","007","SECOND DEPUTY COMPT-OTPS","1202","LABOR LAW","N","20,000","10,500","0","0","0","0","0","0","0"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","007","SECOND DEPUTY COMPT-OTPS",,,"N","0","228,410","20,000","0","0","0","0","0","0"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","007","SECOND DEPUTY COMPT-OTPS",,,"N","0","228,410","20,000","0","0","0","0","0","0"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","008","THIRD DEPUTY COMPT-OTPS","1400","BUREAU OF ASSET MANAGEMENT","N","3,848,214","3,753,764","3,848,214","0","0","0","9","9","9"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","008","THIRD DEPUTY COMPT-OTPS","1400","BUREAU OF ASSET MANAGEMENT","N","3,848,214","3,843,214","3,848,214","0","0","0","9","9","9"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","008","THIRD DEPUTY COMPT-OTPS","1401","DEPUTY COMPTROLLER FOR FINANCE","N","3,150","3,150","3,150","0","0","0","0","0","0"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","008","THIRD DEPUTY COMPT-OTPS","1401","DEPUTY COMPTROLLER FOR FINANCE","N","3,150","3,150","3,150","0","0","0","0","0","0"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","008","THIRD DEPUTY COMPT-OTPS","1402","ASSET MANAGEMENT","N","15,450,329","15,539,779","15,882,157","0","0","0","36","36","36"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","008","THIRD DEPUTY COMPT-OTPS","1402","ASSET MANAGEMENT","N","15,450,329","15,450,329","15,882,157","0","0","0","36","36","36"
"20260512","2027","015","OFFICE OF THE COMPTROLLER","008","THIRD DEPUTY COMPT-OTPS",,,"N","2,594,729","2,599,729","2,594,729","0","0","0","3","3","3"
"20260217","2027","015","OFFICE OF THE COMPTROLLER","008","THIRD DEPUTY COMPT-OTPS",,,"N","2,594,729","2,599,729","2,594,729","0","0","0","3","3","3"
"20260512","2027","017","DEPARTMENT OF EMERGENCY MANAGEMENT","001","PERSONAL SERVICES","0001","ADMINISTRATION","N","12,393,384","12,261,384","12,553,859","70","79","71","0","0","0"
